sequence,action,long_probability_ppm,short_probability_ppm,hold_probability_ppm
48601,hold,283395,290882,425722
48661,hold,299706,299235,401060
48721,hold,299063,291961,408976
48781,hold,295045,304119,400836
48841,hold,298645,299606,401749
48901,hold,276292,286196,437512
48961,hold,291265,287639,421096
49021,hold,305533,299131,395336
49081,hold,281017,291580,427403
49141,hold,298162,294858,406980
49201,hold,312592,293026,394382
49261,hold,297838,278428,423734
49321,hold,302061,293113,404825
49381,hold,283712,302981,413307
49441,hold,292726,289155,418119
49501,hold,304176,297224,398600
49561,hold,301839,302318,395843
49621,hold,280762,286226,433012
49681,hold,295118,296948,407933
49741,hold,282999,295065,421937
49801,hold,284904,292007,423090
49861,hold,293739,303397,402864
49921,hold,310875,294850,394275
49981,hold,301665,297649,400685
50041,hold,288321,293950,417729
50101,hold,292930,294265,412806
50161,hold,296625,302370,401005
50221,hold,289217,294123,416660
50281,hold,289204,280947,429849
50341,hold,289231,297773,412997
50401,hold,287464,288658,423877
50461,hold,302216,301200,396584
50521,hold,298335,291263,410402
50581,hold,294365,304617,401018
50641,hold,290610,288453,420937
50701,hold,300780,289885,409335
50761,hold,287481,290099,422419
50821,hold,294523,295167,410309
50881,hold,292440,299812,407747
50941,hold,288469,300256,411276
51001,hold,290599,295187,414214
51061,hold,297676,300603,401721
51121,hold,300688,304367,394945
51181,hold,291055,294561,414384
51241,hold,296193,290321,413486
51301,hold,293595,301942,404463
51361,hold,298139,295613,406248
51421,hold,301785,301449,396767
51481,hold,295464,297898,406638
51541,hold,284304,288651,427046
51601,hold,302246,296790,400964
51661,hold,299183,305906,394911
51721,hold,288580,285669,425751
51781,hold,302069,292138,405793
51841,hold,298141,292772,409087
51901,hold,290053,293056,416891
51961,hold,289513,291474,419014
52021,hold,290094,296944,412962
52081,hold,305757,302172,392070
52141,hold,303028,295026,401946
52201,hold,298828,299338,401834
52261,hold,294626,294008,411366
52321,hold,309348,297119,393532
52381,hold,290358,295102,414540
52441,hold,297204,301192,401604
52501,hold,284986,297530,417485
52561,hold,298074,293058,408868
52621,hold,291694,295320,412986
52681,hold,285562,295841,418597
52741,hold,291410,291717,416872
52801,hold,290664,296951,412385
52861,hold,283110,298193,418697
52921,hold,282248,290891,426861
52981,hold,281116,291341,427543
53041,hold,292501,290946,416553
53101,hold,302106,300633,397260
53161,hold,288998,294295,416707
53221,hold,292971,296563,410465
53281,hold,296206,289724,414070
53341,hold,305358,294071,400571
53401,hold,300932,296348,402720
53461,hold,297842,304053,398105
53521,hold,291280,295604,413116
53581,hold,297439,301605,400957
53641,hold,296196,286292,417512
53701,hold,314866,286610,398525
53761,hold,307168,299879,392953
53821,hold,305505,303511,390983
53881,hold,301199,293405,405396
53941,hold,304386,284078,411536
54001,hold,306027,296713,397260
54061,hold,297173,297939,404888
54121,hold,295577,297378,407045
54181,hold,288008,299513,412480
54241,hold,294197,298279,407524
54301,hold,288070,296834,415096
54361,hold,278267,290090,431643
54421,hold,305238,300744,394019
54481,hold,297918,291246,410836
54541,hold,293959,293627,412414
54601,hold,292754,287131,420115
54661,hold,290152,299927,409922
54721,hold,285535,287917,426549
54781,hold,277872,278666,443461
54841,hold,309818,293099,397083
54901,hold,299697,299023,401280
54961,hold,292634,286556,420811
55021,hold,298983,285229,415788
55081,hold,297009,291535,411456
55141,hold,293397,292274,414329
55201,hold,296352,299091,404558
55261,hold,295957,301053,402990
55321,hold,289823,294356,415821
55381,hold,287051,295173,417776
